Details,Posting Date,Description,Amount,Type,Balance,Check or Slip #
DEBIT,04/28/2016,"DLUSH UCSD LA JOLLA CA                       04/27",-2.49,DEBIT_CARD,4821.96,,
DEBIT,04/27/2016,"JAMBA JUICE #371 LA JOLLA CA                 04/26",-6.29,DEBIT_CARD,4824.45,,
DEBIT,04/27/2016,"UCSD HDH PINES LA JOLLA CA                   04/26",-13.90,DEBIT_CARD,4830.74,,
DEBIT,04/27/2016,"VILLAGE SQUARE APT LA JOLLA CA               04/24",-10.00,DEBIT_CARD,4844.64,,
DEBIT,04/25/2016,"GOOGLE *Music g.co/payhelp# CA               04/25",-1.29,DEBIT_CARD,4854.64,,
DEBIT,04/25/2016,"GOOGLE *Music g.co/payhelp# CA               04/25",-1.29,DEBIT_CARD,4855.93,,
DEBIT,04/25/2016,"GOOGLE *Music g.co/payhelp# CA               04/25",-1.29,DEBIT_CARD,4857.22,,
DEBIT,04/25/2016,"BESTBUY CASHSTAR EGIF 877-850-1977 ME        04/24",-10.00,DEBIT_CARD,4858.51,,
DEBIT,04/25/2016,"SANTORINI GREEK ISLAND LA JOLLA CA           04/23",-4.84,DEBIT_CARD,4868.51,,
DEBIT,04/25/2016,"TAPIOCA EXPRESS SAN DIEGO CA                 04/21",-3.19,DEBIT_CARD,4873.35,,
DEBIT,04/25/2016,"TAPIOCA EXPRESS SAN DIEGO CA                 04/21",-4.75,DEBIT_CARD,4876.54,,
DEBIT,04/22/2016,"RALPHS 8657 VIL LA JOL LA JOLLA CA   725876  04/22",-4.58,DEBIT_CARD,4881.29,,
DEBIT,04/22/2016,"RALPHS 8657 VIL LA JOL LA JOLLA CA   645219  04/22",-22.08,DEBIT_CARD,4885.87,,
DEBIT,04/22/2016,"UCSD HDH VENTANAS LA JOLLA CA                04/21",-3.24,DEBIT_CARD,4907.95,,
DEBIT,04/22/2016,"SANTORINI GREEK ISLAND LA JOLLA CA           04/21",-4.84,DEBIT_CARD,4911.19,,
DEBIT,04/20/2016,"UC SAN DIEGO LA JOLLA CA             102666  04/20",-1.62,DEBIT_CARD,4916.03,,
DEBIT,04/20/2016,"JAMBA JUICE #371 LA JOLLA CA                 04/19",-6.29,DEBIT_CARD,4917.65,,
DEBIT,04/20/2016,"UCSD HDH VENTANAS LA JOLLA CA                04/19",-2.70,DEBIT_CARD,4923.94,,
CREDIT,04/20/2016,"U.C. SAN DIEGO   UCSD PAYRL                 PPD ID: 1956006144",254.53,ACH_CREDIT,4926.64,,
DEBIT,04/19/2016,"JAMBA JUICE #371 LA JOLLA CA                 04/18",-6.29,DEBIT_CARD,4672.11,,
DEBIT,04/19/2016,"VENMO 855-812-4430 NY                        04/18",-16.50,DEBIT_CARD,4678.40,,
DEBIT,04/19/2016,"VENMO 855-812-4430 NY                        04/18",-20.08,DEBIT_CARD,4694.90,,
DEBIT,04/18/2016,"RALPHS 8657 VIL LA JOL LA JOLLA CA   862005  04/17",-5.72,DEBIT_CARD,4714.98,,
DEBIT,04/18/2016,"RALPHS 8657 VIL LA JOL LA JOLLA CA   811075  04/17",-19.04,DEBIT_CARD,4720.70,,
DEBIT,04/18/2016,"5GUYS 553 COSTA VERDE SAN DIEGO CA           04/16",-7.55,DEBIT_CARD,4739.74,,
DEBIT,04/18/2016,"RALPHS 8657 VIL LA JOL LA JOLLA CA   737337  04/15",-7.30,DEBIT_CARD,4747.29,,
DEBIT,04/18/2016,"WAHINE KAI SHAVE ICE POWAY CA                04/16",-6.02,DEBIT_CARD,4754.59,,
DEBIT,04/18/2016,"FB *Zucchini TheHelini pay.fb.com CA         04/16",0.01,DEBIT_CARD,4760.61,,
DEBIT,04/18/2016,"FB *Michael Lavu pay.fb.com CA               04/15",0.01,DEBIT_CARD,4760.60,,
DEBIT,04/18/2016,"FB *Jason Yoo pay.fb.com CA                  04/15",1.00,DEBIT_CARD,4760.59,,
DEBIT,04/15/2016,"JAMBA JUICE #371 LA JOLLA CA                 04/14",-6.29,DEBIT_CARD,4759.59,,
DEBIT,04/15/2016,"DOMINO'S 8407 LA JOLLA CA                    04/14",-12.94,DEBIT_CARD,4765.88,,
DEBIT,04/14/2016,"UCSD HDH VENTANAS LA JOLLA CA                04/12",-8.34,DEBIT_CARD,4778.82,,
DEBIT,04/13/2016,"UC SAN DIEGO LA JOLLA CA             030562  04/13",-1.62,DEBIT_CARD,4787.16,,
DEBIT,04/13/2016,"UC SAN DIEGO LA JOLLA CA             030267  04/13",-3.24,DEBIT_CARD,4788.78,,
DEBIT,04/12/2016,"TRADER JOE'S # 020 LA JOLLA CA       899166  04/12",-4.59,DEBIT_CARD,4792.02,,
DEBIT,04/11/2016,"RALPHS 8657 VIL LA JOL LA JOLLA CA   853798  04/11",-3.79,DEBIT_CARD,4796.61,,
DEBIT,04/11/2016,"UBER TECHNOLOGIES INC 866-576-1039 CA        04/10",-4.75,DEBIT_CARD,4800.40,,
DEBIT,04/11/2016,"RALPHS 8657 VIL LA JOL LA JOLLA CA   053056  04/09",-12.77,DEBIT_CARD,4805.15,,
DEBIT,04/11/2016,"UBER TECHNOLOGIES INC 866-576-1039 CA        04/09",-5.00,DEBIT_CARD,4817.92,,
DEBIT,04/11/2016,"FB *Zucchini TheHelini pay.fb.com CA         04/09",-0.01,DEBIT_CARD,4822.92,,
DEBIT,04/11/2016,"SQ *OO TEA San Diego CA                      04/08",-4.31,DEBIT_CARD,4822.93,,
DEBIT,04/11/2016,"FB *Michael Lavu pay.fb.com CA               04/08",-0.01,DEBIT_CARD,4827.24,,
DEBIT,04/11/2016,"FB *Jason Yoo pay.fb.com CA                  04/08",-1.00,DEBIT_CARD,4827.25,,
DEBIT,04/11/2016,"TAPIOCA EXPRESS SAN DIEGO CA                 04/07",-3.45,DEBIT_CARD,4828.25,,
DEBIT,04/08/2016,"COST PLUS WLD #44 LA JOLLA CA        746706  04/08",-1.79,DEBIT_CARD,4831.70,,
DEBIT,04/08/2016,"99 RANCH  7330 CLAIREM SAN DIEGO CA          04/08",-32.88,DEBIT_CARD,4833.49,,
DEBIT,04/07/2016,"UC SAN DIEGO LA JOLLA CA             217960  04/06",-1.04,DEBIT_CARD,4866.37,,
DEBIT,04/07/2016,"SANTORINI GREEK ISLAND LA JOLLA CA           04/07",-4.62,DEBIT_CARD,4867.41,,
DEBIT,04/07/2016,"BURGER KING #16576 LA JOLLA CA               04/06",-5.40,DEBIT_CARD,4872.03,,
DEBIT,04/06/2016,"UC SAN DIEGO LA JOLLA CA             544022  04/06",-1.04,DEBIT_CARD,4877.43,,
DEBIT,04/06/2016,"UCSD HDH VENTANAS LA JOLLA CA                04/05",-2.74,DEBIT_CARD,4878.47,,
DEBIT,04/06/2016,"BELLA VISTA CLUB & CAFF LA JOLLA CA          04/06",-7.51,DEBIT_CARD,4881.21,,
CREDIT,04/06/2016,"U.C. SAN DIEGO   UCSD PAYRL                 PPD ID: 1956006144",109.11,ACH_CREDIT,4888.72,,
DEBIT,04/05/2016,"PAYPAL           INST XFER  TRAFFICSCHO     WEB ID: PAYPALSI77",-16.32,ACH_DEBIT,4779.61,,
DEBIT,04/05/2016,"R AND V MANAGEME RENTAL     120868016       WEB ID: 1330808047",-699.84,ACH_DEBIT,4795.93,,
DEBIT,04/05/2016,"TEA CREATIONS INC SAN DIEGO CA               04/02",-5.72,DEBIT_CARD,5495.77,,
DEBIT,04/04/2016,"TWC*TIME WARNER CABLE 888-TWCABLE CA         04/03",-34.99,DEBIT_CARD,5501.49,,
DEBIT,04/04/2016,"UCSD HDH EARLS PLACE LA JOLLA CA             04/03",-4.64,DEBIT_CARD,5536.48,,
DEBIT,04/04/2016,"UCSD HDH CANYON VISTA LA JOLLA CA            04/03",-5.95,DEBIT_CARD,5541.12,,
DEBIT,04/04/2016,"COST PLUS WLD #44 LA JOLLA CA                04/03",-7.84,DEBIT_CARD,5547.07,,
DEBIT,04/04/2016,"SLATER`S 50/50 SAN DIEGO CA                  04/02",-20.00,DEBIT_CARD,5554.91,,
DEBIT,04/04/2016,"AMAZON MKTPLACE PMTS AMZN.COM/BILL WA        04/02",-38.97,DEBIT_CARD,5574.91,,
DEBIT,04/04/2016,"TAPIOCA EXPRESS SAN DIEGO CA                 03/31",-8.87,DEBIT_CARD,5613.88,,
DEBIT,04/01/2016,"TRADER JOE'S # 020 LA JOLLA CA       685088  04/01",-4.59,DEBIT_CARD,5622.75,,
DEBIT,04/01/2016,"RALPHS 8657 VIL LA JOL LA JOLLA CA   603305  04/01",-2.49,DEBIT_CARD,5627.34,,
DEBIT,04/01/2016,"UC SAN DIEGO LA JOLLA CA             505665  03/31",-1.99,DEBIT_CARD,5629.83,,
DEBIT,04/01/2016,"BURGER KING #16576 LA JOLLA CA               03/31",-5.61,DEBIT_CARD,5631.82,,
DSLIP,04/01/2016,"REMOTE ONLINE DEPOSIT #          1",305.65,CHECK_DEPOSIT,5637.43,1,
DEBIT,03/31/2016,"UCSD-BOOKSTORES LA JOLLA CA                  03/30",-1.04,DEBIT_CARD,5331.78,,
DEBIT,03/31/2016,"TAPIOCA EXPRESS SAN DIEGO CA                 03/29",-4.59,DEBIT_CARD,5332.82,,
DEBIT,03/30/2016,"RALPHS 8657 VIL LA JOL LA JOLLA CA   525492  03/30",-12.17,DEBIT_CARD,5337.41,,
DEBIT,03/30/2016,"SANTORINI GREEK ISLAND LA JOLLA CA           03/30",-5.92,DEBIT_CARD,5349.58,,
DEBIT,03/30/2016,"UCSD-BOOKSTORES LA JOLLA CA                  03/29",-1.04,DEBIT_CARD,5355.50,,
DEBIT,03/30/2016,"YOGURT WORLD MIRA MESA SAN DIEGO CA          03/29",-3.19,DEBIT_CARD,5356.54,,
DEBIT,03/30/2016,"BURGER KING #16576 LA JOLLA CA               03/29",-2.47,DEBIT_CARD,5359.73,,
DEBIT,03/29/2016,"GOOGLE *YouTube g.co/payhelp# CA             03/29",-14.99,DEBIT_CARD,5362.20,,
DEBIT,03/29/2016,"JAMBA JUICE #371 LA JOLLA CA                 03/28",-6.29,DEBIT_CARD,5377.19,,
DEBIT,03/28/2016,"UC SAN DIEGO LA JOLLA CA             725856  03/28",-8.05,DEBIT_CARD,5383.48,,
DEBIT,03/28/2016,"RALPHS 8657 VIL LA JOL LA JOLLA CA   964684  03/26",-7.69,DEBIT_CARD,5391.53,,
DEBIT,03/28/2016,"CHEVRON 0302222 ANAHEIM CA                   03/26",-1.44,DEBIT_CARD,5399.22,,
DEBIT,03/28/2016,"CHEVRON 0092133 COALINGA CA                  03/26",-2.15,DEBIT_CARD,5400.66,,
DEBIT,03/28/2016,"VENMO 855-812-4430 NY                        03/27",-40.00,DEBIT_CARD,5402.81,,
DEBIT,03/28/2016,"BART-CLIPPER CERRITO N EL CERRITO CA         03/26",-20.00,DEBIT_CARD,5442.81,,
DEBIT,03/28/2016,"IN-N-OUT BURGER #274 PLEASANT HILL CA        03/25",-5.64,DEBIT_CARD,5462.81,,
CREDIT,03/28/2016,"ATM CASH DEPOSIT 03/28 9700 GILMAN DR LA JOLLA CA",610.00,ATM,5468.45,,
DEBIT,03/25/2016,"SUPER STOP BENICIA CA                000060  03/25",-1.63,DEBIT_CARD,4858.45,,
DEBIT,03/25/2016,"THE HABIT-VALLEJO #72 VALLEJO CA             03/24",-3.75,DEBIT_CARD,4860.08,,
DEBIT,03/25/2016,"SEOUL JUNG CONCORD CA                        03/23",-23.79,DEBIT_CARD,4863.83,,
CREDIT,03/25/2016,"U.C. SAN DIEGO   UCSD APACH                 PPD ID: 3956006144",3441.57,ACH_CREDIT,4887.62,,
DEBIT,03/24/2016,"FANDANGO.COM FANDANGO.COM CA                 03/24",-51.40,DEBIT_CARD,1446.05,,
DEBIT,03/24/2016,"BURGER KING #2382 SAN FRANCISCO CA           03/23",-3.03,DEBIT_CARD,1497.45,,
DEBIT,03/23/2016,"GOOGLE *YouTube g.co/payhelp# CA             03/23",-9.99,DEBIT_CARD,1500.48,,
DEBIT,03/23/2016,"WALGREENS #15567 SAN FRANCISCO CA            03/22",-1.67,DEBIT_CARD,1510.47,,
DEBIT,03/23/2016,"SUSHIRRITO NEW MONT SAN FRANCISCO CA         03/23",-12.00,DEBIT_CARD,1512.14,,
CREDIT,03/23/2016,"U.C. SAN DIEGO   UCSD PAYRL                 PPD ID: 1956006144",235.99,ACH_CREDIT,1524.14,,
DEBIT,03/22/2016,"99 MARKET 1795 WILLOW CONCORD CA             03/22",-6.95,DEBIT_CARD,1288.15,,
DEBIT,03/22/2016,"CORNER STORE 3789 BENICIA CA         044297  03/22",-33.82,DEBIT_CARD,1295.10,,
DEBIT,03/22/2016,"IN-N-OUT BURGER #274 PLEASANT HILL CA        03/21",-5.64,DEBIT_CARD,1328.92,,
DEBIT,03/22/2016,"JAVA POINT CAFE BENICIA CA                   03/21",-10.05,DEBIT_CARD,1334.56,,
DEBIT,03/21/2016,"WINGSTOP 0324 VALLEJO CA                     03/20",-3.90,DEBIT_CARD,1344.61,,
DEBIT,03/21/2016,"CENTURY THEATRES 445 VALLEJO CA              03/20",-10.75,DEBIT_CARD,1348.51,,
DEBIT,03/21/2016,"SAFEWAY  STORE  0774 BENICIA CA      610891  03/19",-4.99,DEBIT_CARD,1359.26,,
DEBIT,03/21/2016,"BART-CLIPPER EMBARCA SAN FRANCISCO CA        03/19",-20.00,DEBIT_CARD,1364.25,,
DEBIT,03/21/2016,"ROTTEN ROBBIE #59 SANTA NELLA CA     124762  03/19",-1.39,DEBIT_CARD,1384.25,,
DEBIT,03/21/2016,"AMAZON MKTPLACE PMTS AMZN.COM/BILL WA        03/19",-9.99,DEBIT_CARD,1385.64,,
DEBIT,03/21/2016,"VENMO 855-812-4430 NY                        03/20",-40.00,DEBIT_CARD,1395.63,,
DEBIT,03/21/2016,"VALLARTA EXPRESS SAN DIEGO CA                03/19",-2.32,DEBIT_CARD,1435.63,,
DEBIT,03/21/2016,"85C BAKERY CAFE USA SAN DIEGO CA             03/18",-12.40,DEBIT_CARD,1437.95,,
DEBIT,03/21/2016,"UCSD HDH EARLS PLACE LA JOLLA CA             03/18",-5.40,DEBIT_CARD,1450.35,,
DEBIT,03/21/2016,"TAPIOCA EXPRESS SAN DIEGO CA                 03/17",-8.00,DEBIT_CARD,1455.75,,
DEBIT,03/17/2016,"PAYPAL           INST XFER  BENDANG202      WEB ID: PAYPALSI77",-0.80,ACH_DEBIT,1463.75,,
DEBIT,03/17/2016,"ATM WITHDRAWAL                       005970  03/179700 GILM",-40.00,ATM,1464.55,,
DEBIT,03/17/2016,"JAMBA JUICE #16 LA JOLLA CA                  03/16",-6.29,DEBIT_CARD,1504.55,,
DEBIT,03/16/2016,"RALPHS 8657 VIL LA JOL LA JOLLA CA           03/16 Purchase $9.78 Cash Back $20.00",-29.78,DEBIT_CARD,1510.84,,
DEBIT,03/16/2016,"YOGURT WORLD MIRA MESA SAN DIEGO CA          03/15",-4.54,DEBIT_CARD,1540.62,,
DEBIT,03/15/2016,"JAMBA JUICE #16 LA JOLLA CA                  03/14",-6.29,DEBIT_CARD,1545.16,,
DEBIT,03/15/2016,"TAPIOCA EXPRESS SAN DIEGO CA                 03/13",-3.75,DEBIT_CARD,1551.45,,
DEBIT,03/14/2016,"UBER TECHNOLOGIES INC 866-576-1039 CA        03/13",-4.75,DEBIT_CARD,1555.20,,
DEBIT,03/14/2016,"RALPHS 8657 VIL LA JOL LA JOLLA CA   732553  03/12",-3.25,DEBIT_CARD,1559.95,,
DEBIT,03/14/2016,"UCSD HDH PINES LA JOLLA CA                   03/12",-1.39,DEBIT_CARD,1563.20,,
DEBIT,03/14/2016,"RALPHS 8657 VIL LA JOL LA JOLLA CA   707789  03/12",-3.99,DEBIT_CARD,1564.59,,
DEBIT,03/14/2016,"TAPIOCA EXPRESS SAN DIEGO CA                 03/11",-3.25,DEBIT_CARD,1568.58,,
DEBIT,03/14/2016,"BURGER KING #16576 LA JOLLA CA               03/11",-4.32,DEBIT_CARD,1571.83,,
DEBIT,03/11/2016,"RALPHS 8657 VIL LA JOL LA JOLLA CA   641510  03/11",-3.14,DEBIT_CARD,1576.15,,
DEBIT,03/11/2016,"RALPHS 8657 VIL LA JOL LA JOLLA CA   909957  03/10",-5.58,DEBIT_CARD,1579.29,,
DEBIT,03/11/2016,"CHIPOTLE 0107 LA JOLLA CA                    03/10",-8.32,DEBIT_CARD,1584.87,,
DEBIT,03/10/2016,"RALPHS 8657 VIL LA JOL LA JOLLA CA   711887  03/10",-4.28,DEBIT_CARD,1593.19,,
DEBIT,03/10/2016,"VENMO 855-812-4430 NY                        03/09",-10.80,DEBIT_CARD,1597.47,,
DEBIT,03/09/2016,"RALPHS 8657 VIL LA JOL LA JOLLA CA   514741  03/09",-4.46,DEBIT_CARD,1608.27,,
DEBIT,03/09/2016,"VENMO 855-812-4430 NY                        03/08",-52.23,DEBIT_CARD,1612.73,,
DEBIT,03/08/2016,"UCSD STARBUCKS PRICE CT LA JOLLA CA          03/07",-25.00,DEBIT_CARD,1664.96,,
DEBIT,03/08/2016,"AMAZON MKTPLACE PMTS AMZN.COM/BILL WA        03/08",-12.89,DEBIT_CARD,1689.96,,
DEBIT,03/07/2016,"RALPHS 8657 VIL LA JOL LA JOLLA CA   526240  03/06",-4.58,DEBIT_CARD,1702.85,,
DEBIT,03/07/2016,"RALPHS 8657 VIL LA JOL LA JOLLA CA   616807  03/06",-2.95,DEBIT_CARD,1707.43,,
DEBIT,03/07/2016,"AMAZON MKTPLACE PMTS AMZN.COM/BILL WA        03/05",-8.89,DEBIT_CARD,1710.38,,
DEBIT,03/03/2016,"TWC*TIME WARNER CABLE 888-TWCABLE CA         03/03",-34.99,DEBIT_CARD,1719.27,,
DEBIT,03/03/2016,"R AND V MANAGEME RENTAL     117514571       WEB ID: 1330808047",-701.07,ACH_DEBIT,1754.26,,
DEBIT,03/03/2016,"RALPHS 8657 VIL LA JOL LA JOLLA CA   740502  03/03",-6.56,DEBIT_CARD,2455.33,,
DEBIT,03/03/2016,"SANTORINI GREEK ISLAND LA JOLLA CA           03/03",-8.61,DEBIT_CARD,2461.89,,
DEBIT,03/03/2016,"TAPIOCA EXPRESS SAN DIEGO CA                 03/01",-3.51,DEBIT_CARD,2470.50,,
DEBIT,03/02/2016,"UCSD HDH ROGERS PLACE LA JOLLA CA            03/01",-3.18,DEBIT_CARD,2474.01,,
DEBIT,03/01/2016,"AHI SUSHI AND GRILL SAN DIEGO CA             02/28",-9.94,DEBIT_CARD,2477.19,,
DEBIT,02/29/2016,"TEA N MORE SAN DIEGO CA                      02/28",-4.32,DEBIT_CARD,2487.13,,
DEBIT,02/29/2016,"RALPHS 8657 VIL LA JOL LA JOLLA CA   813451  02/27",-11.08,DEBIT_CARD,2491.45,,
DEBIT,02/26/2016,"VENMO 855-812-4430 NY                        02/25",-10.80,DEBIT_CARD,2502.53,,
DEBIT,02/25/2016,"RALPHS 8657 VIL LA JOL LA JOLLA CA   906598  02/25",-5.67,DEBIT_CARD,2513.33,,
DSLIP,02/25/2016,"REMOTE ONLINE DEPOSIT #          1",309.69,CHECK_DEPOSIT,2519.00,1,
DEBIT,02/24/2016,"PETSMART INC 1158 LA JOLLA CA        841718  02/24",-3.02,DEBIT_CARD,2209.31,,
DEBIT,02/24/2016,"UCSD HDH ROGERS PLACE LA JOLLA CA            02/23",-1.59,DEBIT_CARD,2212.33,,
DEBIT,02/24/2016,"JAMBA JUICE #371 LA JOLLA CA                 02/23",-6.29,DEBIT_CARD,2213.92,,
DEBIT,02/23/2016,"PETSMART INC 1158 LA JOLLA CA        559281  02/23",-7.02,DEBIT_CARD,2220.21,,
DEBIT,02/23/2016,"YOGURT WORLD MIRA MESA SAN DIEGO CA          02/22",-4.09,DEBIT_CARD,2227.23,,
DEBIT,02/23/2016,"JAMBA JUICE #371 LA JOLLA CA                 02/22",-6.29,DEBIT_CARD,2231.32,,
DEBIT,02/22/2016,"SQ *CAFE HUE SAN DIEGO CA                    02/21",-6.75,DEBIT_CARD,2237.61,,
DEBIT,02/22/2016,"85C BAKERY CAFE USA SAN DIEGO CA             02/21",-18.66,DEBIT_CARD,2244.36,,
DEBIT,02/22/2016,"RALPHS 8657 VIL LA JOL LA JOLLA CA   627283  02/20",-3.99,DEBIT_CARD,2263.02,,
DEBIT,02/22/2016,"TAPIOCA EXPRESS SAN DIEGO CA                 02/18",-3.75,DEBIT_CARD,2267.01,,
DEBIT,02/22/2016,"VENMO 855-812-4430 NY                        02/19",-6.36,DEBIT_CARD,2270.76,,
DEBIT,02/19/2016,"UC SAN DIEGO LA JOLLA CA             200763  02/19",-3.55,DEBIT_CARD,2277.12,,
DEBIT,02/19/2016,"85C BAKERY CAFE USA SAN DIEGO CA             02/18",-4.00,DEBIT_CARD,2280.67,,
DEBIT,02/19/2016,"85C BAKERY CAFE USA SAN DIEGO CA             02/18",-15.53,DEBIT_CARD,2284.67,,
DEBIT,02/18/2016,"UC SAN DIEGO LA JOLLA CA             698269  02/18",-1.49,DEBIT_CARD,2300.20,,
DEBIT,02/17/2016,"TRADER JOE'S #020  QPS LAJOLLA CA            02/16",-3.09,DEBIT_CARD,2301.69,,
DEBIT,02/17/2016,"SANTORINI GREEK ISLAND LA JOLLA CA           02/17",-8.61,DEBIT_CARD,2304.78,,
DEBIT,02/17/2016,"AMAZON MKTPLACE PMTS AMZN.COM/BILL WA        02/17",-9.95,DEBIT_CARD,2313.39,,
DEBIT,02/17/2016,"CLAIREMNT TOWNSQ THEATE SAN DIEGO CA         02/15",-9.75,DEBIT_CARD,2323.34,,
DSLIP,02/17/2016,"REMOTE ONLINE DEPOSIT #          1",50.75,CHECK_DEPOSIT,2333.09,1,
DEBIT,02/16/2016,"MI TEA EXPRESS SAN DIEGO CA                  02/15",-4.28,DEBIT_CARD,2282.34,,
DEBIT,02/16/2016,"RALPHS 8657 VIL LA JOL LA JOLLA CA   932943  02/13",-3.23,DEBIT_CARD,2286.62,,
DEBIT,02/16/2016,"RALPHS 8657 VIL LA JOL LA JOLLA CA   709442  02/13",-2.49,DEBIT_CARD,2289.85,,
DEBIT,02/16/2016,"VENMO 855-812-4430 NY                        02/14",-22.17,DEBIT_CARD,2292.34,,
DEBIT,02/16/2016,"AMAZON MKTPLACE PMTS AMZN.COM/BILL WA        02/14",-10.70,DEBIT_CARD,2314.51,,
DEBIT,02/16/2016,"BOMBAY COAST LA JOLLA CA                     02/11",-2.97,DEBIT_CARD,2325.21,,
DEBIT,02/16/2016,"TAPIOCA EXPRESS SAN DIEGO CA                 02/11",-5.00,DEBIT_CARD,2328.18,,
DEBIT,02/11/2016,"RALPHS 8657 VIL LA JOL LA JOLLA CA   614285  02/11",-0.89,DEBIT_CARD,2333.18,,
DEBIT,02/10/2016,"RALPHS 8657 VIL LA JOL LA JOLLA CA   464017  02/10",-3.14,DEBIT_CARD,2334.07,,
DEBIT,02/10/2016,"TEA CREATIONS INC SAN DIEGO CA               02/08",-8.37,DEBIT_CARD,2337.21,,
DEBIT,02/10/2016,"LOLITA'S TACO SHOP SAN DIEGO CA              02/08",-10.80,DEBIT_CARD,2345.58,,
DEBIT,02/08/2016,"RALPHS 8657 VIL LA JOL LA JOLLA CA   447938  02/06",-32.66,DEBIT_CARD,2356.38,,
DEBIT,02/08/2016,"85C BAKERY CAFE USA SAN DIEGO CA             02/06",-3.79,DEBIT_CARD,2389.04,,
DEBIT,02/08/2016,"VALLARTA EXPRESS SAN DIEGO CA                02/06",-6.16,DEBIT_CARD,2392.83,,
DEBIT,02/08/2016,"TARGET T- 5680 Balboa San Diego CA           02/06",-29.53,DEBIT_CARD,2398.99,,
DEBIT,02/08/2016,"RAMEN YAMADAYA SDC SAN DIEGO CA              02/05",-30.40,DEBIT_CARD,2428.52,,
DEBIT,02/08/2016,"TAPIOCA EXPRESS SAN DIEGO CA                 02/04",-5.35,DEBIT_CARD,2458.92,,
DEBIT,02/08/2016,"TAPIOCA EXPRESS SAN DIEGO CA                 02/04",-5.25,DEBIT_CARD,2464.27,,
DEBIT,02/08/2016,"TAPIOCA EXPRESS SAN DIEGO CA                 02/04",-5.35,DEBIT_CARD,2469.52,,
DEBIT,02/05/2016,"UC SAN DIEGO LA JOLLA CA             602769  02/05",-1.49,DEBIT_CARD,2474.87,,
DEBIT,02/03/2016,"TWC*TIME WARNER CABLE 888-TWCABLE CA         02/03",-34.99,DEBIT_CARD,2476.36,,
DEBIT,02/03/2016,"R AND V MANAGEME RENTAL     114616887       WEB ID: 1330808047",-701.15,ACH_DEBIT,2511.35,,
DEBIT,02/03/2016,"SANTORINI GREEK ISLAND LA JOLLA CA           02/03",-8.61,DEBIT_CARD,3212.50,,
DEBIT,02/02/2016,"RALPHS 8657 VIL LA JOL LA JOLLA CA   837993  02/01",-5.12,DEBIT_CARD,3221.11,,
DEBIT,02/01/2016,"RALPHS 8657 VIL LA JOL LA JOLLA CA   855257  01/30",-2.26,DEBIT_CARD,3226.23,,
DEBIT,02/01/2016,"RALPHS 8657 VIL LA JOL LA JOLLA CA   735775  01/30",-14.36,DEBIT_CARD,3228.49,,
DEBIT,01/29/2016,"HI THAI ASIAN CUISINE 858-558-4606 CA        01/29",-10.10,DEBIT_CARD,3242.85,,
DEBIT,01/27/2016,"PANDA EXPRESS #786 LA JOLLA CA               01/26",-2.38,DEBIT_CARD,3252.95,,
DEBIT,01/26/2016,"RALPHS 8657 VIL LA JOL LA JOLLA CA   648069  01/26",-5.92,DEBIT_CARD,3255.33,,
DEBIT,01/26/2016,"PANDA EXPRESS #786 LA JOLLA CA               01/25",-2.38,DEBIT_CARD,3261.25,,
DEBIT,01/25/2016,"RALPHS 8657 VIL LA JOL LA JOLLA CA   210617  01/25",-15.90,DEBIT_CARD,3263.63,,
DEBIT,01/25/2016,"UC SAN DIEGO LA JOLLA CA             532635  01/25",-1.59,DEBIT_CARD,3279.53,,
DEBIT,01/25/2016,"VILLAGE SQUARE APT LA JOLLA CA               01/23",-20.00,DEBIT_CARD,3281.12,,
DEBIT,01/25/2016,"TRADER JOE'S #020  QPS LAJOLLA CA            01/23",-2.99,DEBIT_CARD,3301.12,,
DEBIT,01/25/2016,"RALPHS 8657 VIL LA JOL LA JOLLA CA   560370  01/23",-15.01,DEBIT_CARD,3304.11,,
DEBIT,01/25/2016,"YOGURT WORLD MIRA MESA SAN DIEGO CA          01/23",-6.28,DEBIT_CARD,3319.12,,
DEBIT,01/25/2016,"BOMBAY COAST LA JOLLA CA                     01/21",-8.37,DEBIT_CARD,3325.40,,
DEBIT,01/22/2016,"RUBIO'S #165 LA JOLLA CA                     01/21",-2.47,DEBIT_CARD,3333.77,,
DEBIT,01/22/2016,"LA JOLLA VILLAGE SMILES LAJOLLA CA           01/20",-1232.00,DEBIT_CARD,3336.24,,
DEBIT,01/21/2016,"SANTORINI GREEK ISLAND LA JOLLA CA           01/20",-2.68,DEBIT_CARD,4568.24,,
DEBIT,01/20/2016,"RALPHS 8657 VIL LA JOL LA JOLLA CA   607309  01/20",-22.61,DEBIT_CARD,4570.92,,
DEBIT,01/19/2016,"RALPHS 8657 VIL LA JOL LA JOLLA CA   708045  01/18",-8.68,DEBIT_CARD,4593.53,,
DEBIT,01/19/2016,"RALPHS 8657 VIL LA JOL LA JOLLA CA   600442  01/17",-6.04,DEBIT_CARD,4602.21,,
DEBIT,01/19/2016,"VENMO 855-812-4430 NY                        01/15",-8.00,DEBIT_CARD,4608.25,,
DEBIT,01/19/2016,"AMAZON MKTPLACE PMTS AMZN.COM/BILL WA        01/15",-14.99,DEBIT_CARD,4616.25,,
DEBIT,01/15/2016,"RUBIO'S #165 LA JOLLA CA                     01/14",-2.47,DEBIT_CARD,4631.24,,
DEBIT,01/12/2016,"STARBUCKS #00644 LA JOL La Jolla CA          01/11",-5.00,DEBIT_CARD,4633.71,,
